;;Date_RP#Annee;Age_personne_PrPCS#age_m15_1524_2554_5564_65plus;Sexe_personne_PrPCS#sexe;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;PCS_RP#CSP_6postes;Population_par_groupe_socioprofessionnel__totale_ou_par_âge_et_ou_genre_;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97311 - Saint-Laurent-du-Maroni;Ouvriers;3723,71;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97312 - Sinnamary;Ouvriers;297,91;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97313 - Montsinéry-Tonnegrande;Ouvriers;269,77;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97314 - Ouanary;Ouvriers;174,58;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97352 - Saül;Ouvriers;580,31;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97353 - Maripasoula;Ouvriers;2723,21;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97356 - Camopi;Ouvriers;536,88;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97357 - Grand-Santi;Ouvriers;413,95;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97358 - Saint-Élie;Ouvriers;0,00;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97360 - Apatou;Ouvriers;141,71;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97361 - Awala-Yalimapo;Ouvriers;102,23;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;97362 - Papaichton;Ouvriers;2010,14;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;Date_RP#Annee;Age_personne_PrPCS#age_m15_1524_2554_5564_65plus;Sexe_personne_PrPCS#sexe;Lieu_domicile#Regions_France_2017;PCS_RP#CSP_6postes;Population_par_groupe_socioprofessionnel__totale_ou_par_âge_et_ou_genre__0;;;;;;;;;;;;
;;;15-24 ans§25-54 ans§55-64 ans§65 ans ou plus;masculin§feminin;;;;;15-24 ans§25-54 ans§55-64 ans§65 ans ou plus;masculin§feminin;;;;;15-24 ans§25-54 ans§55-64 ans§65 ans ou plus;masculin§feminin;;;
11;11,ÃŽle-de-France;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Île-de-France;Cadres et professions intellectuelles supérieures;1830426,00;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Île-de-France;Cadres et professions intellectuelles supérieures;1900613,81;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Île-de-France;Cadres et professions intellectuelles supérieures;2003675,43
24;24,Centre-Val de Loire;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Centre-Val de Loire;Cadres et professions intellectuelles supérieures;153300,86;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Centre-Val de Loire;Cadres et professions intellectuelles supérieures;160370,63;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Centre-Val de Loire;Cadres et professions intellectuelles supérieures;170798,65
27;27,Bourgogne-Franche-ComtÃ©;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bourgogne-Franche-Comté;Cadres et professions intellectuelles supérieures;151773,79;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bourgogne-Franche-Comté;Cadres et professions intellectuelles supérieures;155827,07;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bourgogne-Franche-Comté;Cadres et professions intellectuelles supérieures;163791,19
28;28,Normandie;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Normandie;Cadres et professions intellectuelles supérieures;182210,45;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Normandie;Cadres et professions intellectuelles supérieures;189978,94;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Normandie;Cadres et professions intellectuelles supérieures;200191,51
32;32,Hauts-de-France;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Hauts-de-France;Cadres et professions intellectuelles supérieures;351759,68;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Hauts-de-France;Cadres et professions intellectuelles supérieures;367291,98;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Hauts-de-France;Cadres et professions intellectuelles supérieures;387800,02
44;44,Grand Est;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Grand Est;Cadres et professions intellectuelles supérieures;341914,27;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Grand Est;Cadres et professions intellectuelles supérieures;353805,62;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Grand Est;Cadres et professions intellectuelles supérieures;372892,47
52;52,Pays de la Loire;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Pays de la Loire;Cadres et professions intellectuelles supérieures;253294,86;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Pays de la Loire;Cadres et professions intellectuelles supérieures;271829,70;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Pays de la Loire;Cadres et professions intellectuelles supérieures;289533,93
53;53,Bretagne;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bretagne;Cadres et professions intellectuelles supérieures;218084,16;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bretagne;Cadres et professions intellectuelles supérieures;231366,25;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bretagne;Cadres et professions intellectuelles supérieures;247135,22
75;75,Nouvelle-Aquitaine;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Nouvelle-Aquitaine;Cadres et professions intellectuelles supérieures;371430,95;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Nouvelle-Aquitaine;Cadres et professions intellectuelles supérieures;393546,96;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Nouvelle-Aquitaine;Cadres et professions intellectuelles supérieures;421868,42
76;76,Occitanie;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Occitanie;Cadres et professions intellectuelles supérieures;428634,04;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Occitanie;Cadres et professions intellectuelles supérieures;448726,87;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Occitanie;Cadres et professions intellectuelles supérieures;480785,69
84;84,Auvergne-RhÃ´ne-Alpes;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Auvergne-Rhône-Alpes;Cadres et professions intellectuelles supérieures;641846,81;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Auvergne-Rhône-Alpes;Cadres et professions intellectuelles supérieures;675686,53;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Auvergne-Rhône-Alpes;Cadres et professions intellectuelles supérieures;719581,55
93;93,Provence-Alpes-CÃ´te d'Azur;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;Cadres et professions intellectuelles supérieures;363136,72;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;Cadres et professions intellectuelles supérieures;380440,92;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;Cadres et professions intellectuelles supérieures;408132,45
94;94,Corse;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Corse;Cadres et professions intellectuelles supérieures;15578,53;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Corse;Cadres et professions intellectuelles supérieures;16004,66;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Corse;Cadres et professions intellectuelles supérieures;17575,99
1;01,Guadeloupe;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guadeloupe;Cadres et professions intellectuelles supérieures;15632,96;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guadeloupe;Cadres et professions intellectuelles supérieures;16417,20;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guadeloupe;Cadres et professions intellectuelles supérieures;17112,15
2;02,Martinique;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Martinique;Cadres et professions intellectuelles supérieures;15707,38;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Martinique;Cadres et professions intellectuelles supérieures;16280,83;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Martinique;Cadres et professions intellectuelles supérieures;17487,37
3;03,Guyane;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guyane;Cadres et professions intellectuelles supérieures;10232,02;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guyane;Cadres et professions intellectuelles supérieures;10179,77;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guyane;Cadres et professions intellectuelles supérieures;10496,23
4;04,La RÃ©union;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Réunion;Cadres et professions intellectuelles supérieures;33660,81;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Réunion;Cadres et professions intellectuelles supérieures;35712,21;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Réunion;Cadres et professions intellectuelles supérieures;38964,19
6;06,Mayotte;;;;;;;;;;;;;;;;;;
11;11,ÃŽle-de-France;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Île-de-France;Ouvriers;829154,40;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Île-de-France;Ouvriers;824250,69;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Île-de-France;Ouvriers;821328,01
24;24,Centre-Val de Loire;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Centre-Val de Loire;Ouvriers;292672,92;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Centre-Val de Loire;Ouvriers;287276,47;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Centre-Val de Loire;Ouvriers;285782,82
27;27,Bourgogne-Franche-ComtÃ©;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bourgogne-Franche-Comté;Ouvriers;341300,55;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bourgogne-Franche-Comté;Ouvriers;337560,44;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bourgogne-Franche-Comté;Ouvriers;337541,18
28;28,Normandie;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Normandie;Ouvriers;388175,24;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Normandie;Ouvriers;387475,81;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Normandie;Ouvriers;386424,48
32;32,Hauts-de-France;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Hauts-de-France;Ouvriers;705137,97;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Hauts-de-France;Ouvriers;698583,70;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Hauts-de-France;Ouvriers;699237,13
44;44,Grand Est;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Grand Est;Ouvriers;670860,65;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Grand Est;Ouvriers;662788,87;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Grand Est;Ouvriers;660352,14
52;52,Pays de la Loire;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Pays de la Loire;Ouvriers;458741,58;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Pays de la Loire;Ouvriers;462494,61;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Pays de la Loire;Ouvriers;455986,60
53;53,Bretagne;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bretagne;Ouvriers;359582,14;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bretagne;Ouvriers;359662,31;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Bretagne;Ouvriers;360331,85
75;75,Nouvelle-Aquitaine;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Nouvelle-Aquitaine;Ouvriers;604194,75;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Nouvelle-Aquitaine;Ouvriers;601793,39;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Nouvelle-Aquitaine;Ouvriers;601707,56
76;76,Occitanie;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Occitanie;Ouvriers;503199,78;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Occitanie;Ouvriers;503272,65;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Occitanie;Ouvriers;504672,77
84;84,Auvergne-RhÃ´ne-Alpes;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Auvergne-Rhône-Alpes;Ouvriers;808411,36;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Auvergne-Rhône-Alpes;Ouvriers;803340,70;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Auvergne-Rhône-Alpes;Ouvriers;801275,80
93;93,Provence-Alpes-CÃ´te d'Azur;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;Ouvriers;405847,26;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;Ouvriers;403008,03;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;Ouvriers;402107,23
94;94,Corse;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Corse;Ouvriers;29877,42;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Corse;Ouvriers;29612,53;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Corse;Ouvriers;29596,28
1;01,Guadeloupe;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guadeloupe;Ouvriers;31922,35;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guadeloupe;Ouvriers;31303,98;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guadeloupe;Ouvriers;31270,81
2;02,Martinique;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Martinique;Ouvriers;32891,01;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Martinique;Ouvriers;31467,01;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Martinique;Ouvriers;31750,76
3;03,Guyane;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guyane;Ouvriers;24702,16;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guyane;Ouvriers;25786,28;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Guyane;Ouvriers;25667,03
4;04,La RÃ©union;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Réunion;Ouvriers;86878,60;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Réunion;Ouvriers;82532,33;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Réunion;Ouvriers;83388,99
6;06,Mayotte;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;Date_RP#Annee;Age_personne_PrPCS#age_m15_1524_2554_5564_65plus;Sexe_personne_PrPCS#sexe;Lieu_domicile#France;PCS_RP#CSP_6postes;Population_par_groupe_socioprofessionnel__totale_ou_par_âge_et_ou_genre__1;;;;;;;;;;;;
;;;15-24 ans§25-54 ans§55-64 ans§65 ans ou plus;masculin§feminin;;;;;15-24 ans§25-54 ans§55-64 ans§65 ans ou plus;masculin§feminin;;;;;15-24 ans§25-54 ans§55-64 ans§65 ans ou plus;masculin§feminin;;;
;;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Departements d'outre mer;Cadres et professions intellectuelles supérieures;75233,17;;;;;;;;;;;;
;;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;France métropolitaine;Cadres et professions intellectuelles supérieures;5303391,13;;;;;;;;;;;;
;;;;;;;5378624,30;;;;;;;;;;;;
;;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Departements d'outre mer;Ouvriers;176394,13;;;;;;;;;;;;
;;2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;France métropolitaine;Ouvriers;6397156,03;;;;;;;;;;;;
;;;;;;;6573550,16;;;;;;;;;;;;
;;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Departements d'outre mer;Cadres et professions intellectuelles supérieures;78590,01;;;;;;;;;;;;
;;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;France métropolitaine;Cadres et professions intellectuelles supérieures;5545489,96;;;;;;;;;;;;
;;;;;;;5624079,98;;;;;;;;;;;;
;;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Departements d'outre mer;Ouvriers;171089,60;;;;;;;;;;;;
;;2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;France métropolitaine;Ouvriers;6361120,20;;;;;;;;;;;;
;;;;;;;6532209,80;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Departements d'outre mer;Cadres et professions intellectuelles supérieures;84059,94;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;France métropolitaine;Cadres et professions intellectuelles supérieures;5883762,51;;;;;;;;;;;;
;;;;;;;5967822,45;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;Departements d'outre mer;Ouvriers;172077,57;;;;;;;;;;;;
;;2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;France métropolitaine;Ouvriers;6346343,87;;;;;;;;;;;;
;;;;;;;6518421,44;;;;;;;;;;;;
