Date_RP#Annee;Age_nonScolarise#age_m15_1524_2554_5564_65plus;Sexe_nonScolarise#sexe;Diplome_lePlusEleve_RP#diplome_2015;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Nombre_de_personnes_sorties_du_systeme_scolaire_selon_le_diplôme__par_âge_et_ou_genre_
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97314 - Ouanary;51.60589003562927
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;21.71052610874176
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;21.855263710021973
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;22.0
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;22.0
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;22.0
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;22.144736289978027
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;97.90875339508057
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97352 - Saül;92.95492601394653
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;6546.6293296813965
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;7066.921516418457
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;6902.32958984375
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;6274.210905075073
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;6135.950067520142
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;4010.9911556243896
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;3826.8344650268555
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97353 - Maripasoula;3466.3807487487793
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;730.1331167221069
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;737.5665626525879
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;745.0
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;756.9762029647827
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;769.3940782546997
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;781.8200693130493
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;896.5859069824219
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97356 - Camopi;911.1036157608032
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;2601.0
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;2772.3099269866943
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;2955.189838409424
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;3758.7432250976562
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;3795.0305786132812
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;3828.2636070251465
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;3929.974853515625
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97357 - Grand-Santi;4035.2846488952637
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;70.29999911785126
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;57.39442205429077
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;94.53011989593506
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;84.25024217367172
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;96.45555686950684
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;95.30086582899094
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;94.14604651927948
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97358 - Saint-Élie;109.78737550973892
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3266.0
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3419.015068054199
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3579.7777061462402
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3073.060707092285
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3104.1940574645996
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3135.0
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3204.591972351074
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97360 - Apatou;3275.913803100586
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;403.8964810371399
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;408.0
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;413.27592515945435
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;418.84479236602783
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;424.5365891456604
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;360.9956703186035
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;368.6183452606201
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97361 - Awala-Yalimapo;376.0
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;4316.386026382446
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;4772.743974685669
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;3643.6908893585205
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;3470.5660762786865
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;3298.0
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;3286.0529460906982
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;3272.2534351348877
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;97362 - Papaichton;3258.7764110565186

Date_RP#Annee;Age_nonScolarise#age_m15_1524_2554_5564_65plus;Sexe_nonScolarise#sexe;Diplome_lePlusEleve_RP#diplome_2015;Lieu_domicile#Regions_France_2017;Nombre_de_personnes_sorties_du_systeme_scolaire_selon_le_diplôme__par_âge_et_ou_genre__0
;15-24 ans§25-54 ans§55-64 ans;masculin§feminin;Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;;
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;847014.5884857774
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;803564.7260859311
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;760289.3534775674
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;729590.9801276326
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;733643.9607245028
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;698322.6859375834
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;674074.9924007356
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Auvergne-Rhône-Alpes;658215.0757591128
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;341485.1817010641
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;322277.58935695887
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;302983.2873042226
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;291038.2565217018
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;290534.62595385313
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;278588.86407506466
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;267160.5401015878
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bourgogne-Franche-Comté;258803.24596384168
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;279800.69741666317
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;261749.90089654922
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;245005.98505687714
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;233671.2622461319
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;234911.56073373556
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;222976.68303990364
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;213810.41453897953
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Bretagne;206632.41942805052
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;307981.02402061224
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;290567.5523919463
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;274854.2449654341
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;261815.97917544842
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;261964.89035892487
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;253351.41190898418
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;244276.3071540296
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Centre-Val de Loire;238551.70279571414
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;48921.4179674387
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;46379.9184628129
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;44312.66899776459
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;42208.08870828152
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;42511.78114819527
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;40565.044068694115
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;39589.26524603367
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Corse;38597.40944606066
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;694030.5159518123
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;654565.6210227907
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;615427.9881745577
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;588826.4369807243
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;589114.1147923768
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;569110.4886696637
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;547980.4874242097
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Grand Est;531268.2939030826
